review_id,product_name,reviewer_name,rating,review_text,platform,clean_review,vader_sentiment,vader_score,textblob_sentiment,textblob_score,true_sentiment
294,Laptop Backpack,Sanjay,5,"Perfect Laptop Backpack for daily use, no issues at all after a month.",Amazon,perfect laptop backpack daily use no issue month,positive,0.3612,positive,0.5,positive
295,Cotton T-Shirt,Riya,5,"Excellent quality Cotton T-Shirt, totally worth the price. Highly recommended!",Amazon,excellent quality cotton shirt totally worth price highly recommended,positive,0.8062,positive,0.5,positive
296,Cotton T-Shirt,Riya,1,Very disappointed with this Cotton T-Shirt. Stopped working within a week.,Flipkart,disappointed cotton shirt stopped working within week,negative,-0.6478,negative,-0.9750000000000001,negative
297,Cotton T-Shirt,Priya,5,"Very happy with this Cotton T-Shirt, will definitely buy again from this brand.",Amazon,happy cotton shirt definitely buy brand,positive,0.7713,positive,0.5,positive
298,Cotton T-Shirt,Anjali,1,"Really bad Cotton T-Shirt, would not recommend to anyone.",Flipkart,really bad cotton shirt would not recommend anyone,negative,-0.7098,negative,-0.6999999999999998,negative
299,Office Chair,Anjali,2,Very disappointed with this Office Chair. Stopped working within a week.,Flipkart,disappointed office chair stopped working within week,negative,-0.6478,negative,-0.9750000000000001,negative
300,Office Chair,Suresh,4,"Very happy with this Office Chair, will definitely buy again from this brand.",Flipkart,happy office chair definitely buy brand,positive,0.7713,positive,0.5,positive
301,Kitchen Mixer Grinder,Vikram,3,"Reasonable Kitchen Mixer Grinder, matches the description mostly.",Flipkart,reasonable kitchen mixer grinder match description mostly,neutral,0.0,positive,0.35,neutral
302,Bluetooth Speaker,Arjun,5,"Excellent quality Bluetooth Speaker, totally worth the price. Highly recommended! Not sure if I will repurchase.",Amazon,excellent quality bluetooth speaker totally worth price highly recommended not sure repurchase,positive,0.7229,positive,0.3125,positive
303,Wireless Bluetooth Earbuds,Karan,1,"Terrible experience, the Wireless Bluetooth Earbuds does not match the product description.",Flipkart,terrible experience wireless bluetooth earbuds not match product description,negative,-0.4767,negative,-1.0,negative
304,LED Desk Lamp,Riya,4,"This LED Desk Lamp is fantastic, exactly as described. Very satisfied customer. Packaging was neat.",Flipkart,led desk lamp fantastic exactly described satisfied customer packaging neat,positive,0.8655,positive,0.43333333333333335,positive
305,Office Chair,Suresh,5,"Very happy with this Office Chair, will definitely buy again from this brand. Would consider buying again.",Flipkart,happy office chair definitely buy brand would consider buying,positive,0.7713,positive,0.5,positive
306,Air Fryer,Kavya,2,Very disappointed with this Air Fryer. Stopped working within a week.,Amazon,disappointed air fryer stopped working within week,negative,-0.6478,negative,-0.9750000000000001,negative
307,Cotton T-Shirt,Sanjay,5,"Very happy with this Cotton T-Shirt, will definitely buy again from this brand.",Flipkart,happy cotton shirt definitely buy brand,positive,0.7713,positive,0.5,positive
308,Power Bank 10000mAh,Kavya,5,"Very happy with this Power Bank 10000mAh, will definitely buy again from this brand.",Amazon,happy power bank mah definitely buy brand,positive,0.7713,positive,0.5,positive
309,Kitchen Mixer Grinder,Isha,5,"Perfect Kitchen Mixer Grinder for daily use, no issues at all after a month.",Flipkart,perfect kitchen mixer grinder daily use no issue month,positive,0.3612,positive,0.5,positive
310,Wireless Mouse,Nisha,5,"Superb product! The Wireless Mouse exceeded my expectations, five stars.",Amazon,superb product wireless mouse exceeded expectation five star,positive,0.6588,positive,1.0,positive
311,LED Desk Lamp,Sneha,4,Amazing value for money. The LED Desk Lamp looks premium and works great.,Amazon,amazing value money led desk lamp look premium work great,positive,0.8834,positive,0.7000000000000001,positive
312,Gaming Keyboard,Vikram,5,Impressed by the quality of the Gaming Keyboard. Packaging was also very good.,Amazon,impressed quality gaming keyboard packaging also good,positive,0.7425,positive,0.955,positive
313,USB-C Charging Cable,Deepak,3,"Reasonable USB-C Charging Cable, matches the description mostly. Packaging was neat.",Flipkart,reasonable usb charging cable match description mostly packaging neat,positive,0.4588,positive,0.35,neutral
314,Smartphone Back Cover,Manoj,3,"Reasonable Smartphone Back Cover, matches the description mostly.",Amazon,reasonable smartphone back cover match description mostly,neutral,0.0,positive,0.2333333333333333,neutral
315,LED Desk Lamp,Neha,4,"Perfect LED Desk Lamp for daily use, no issues at all after a month.",Amazon,perfect led desk lamp daily use no issue month,positive,0.3612,positive,0.5,positive
316,Running Shoes,Priya,5,Absolutely loved this Running Shoes! Works perfectly and arrived on time.,Flipkart,absolutely loved running shoe work perfectly arrived time,positive,0.8653,positive,0.9375,positive
317,USB-C Charging Cable,Rahul,1,"Really bad USB-C Charging Cable, would not recommend to anyone.",Flipkart,really bad usb charging cable would not recommend anyone,negative,-0.7098,negative,-0.6999999999999998,negative
318,Wireless Bluetooth Earbuds,Divya,5,Best Wireless Bluetooth Earbuds I have bought online. Great build quality and fast delivery.,Flipkart,best wireless bluetooth earbuds bought online great build quality fast delivery,positive,0.8519,positive,0.6666666666666666,positive
319,Office Chair,Isha,5,"This Office Chair is fantastic, exactly as described. Very satisfied customer.",Amazon,office chair fantastic exactly described satisfied customer,positive,0.7713,positive,0.43333333333333335,positive
320,Cotton T-Shirt,Karan,3,"Average Cotton T-Shirt, quality is decent for the price range. Customer support responded quickly.",Amazon,average cotton shirt quality decent price range customer support responded quickly,positive,0.4019,positive,0.11666666666666665,neutral
321,Power Bank 10000mAh,Neha,3,"The Power Bank 10000mAh is okay, does the job but nothing special.",Flipkart,power bank mah okay job nothing special,negative,-0.3479,positive,0.4285714285714286,neutral
322,Cotton T-Shirt,Kavya,2,"I regret buying this Cotton T-Shirt, it stopped functioning after few uses.",Flipkart,regret buying cotton shirt stopped functioning us,negative,-0.5719,negative,-0.2,negative
323,USB-C Charging Cable,Divya,4,"Superb product! The USB-C Charging Cable exceeded my expectations, five stars.",Amazon,superb product usb charging cable exceeded expectation five star,positive,0.6588,positive,1.0,positive
324,Smartwatch,Priya,4,"Excellent quality Smartwatch, totally worth the price. Highly recommended!",Amazon,excellent quality smartwatch totally worth price highly recommended,positive,0.8062,positive,0.5,positive
325,Power Bank 10000mAh,Priya,5,Great purchase! The Power Bank 10000mAh is durable and easy to use.,Amazon,great purchase power bank mah durable easy use,positive,0.807,positive,0.7166666666666667,positive
326,LED Desk Lamp,Deepak,3,"The LED Desk Lamp works fine, though delivery took longer than expected.",Flipkart,led desk lamp work fine though delivery took longer expected,positive,0.2023,positive,0.15833333333333333,neutral
327,Air Fryer,Vikram,1,"Poor build quality, the Air Fryer feels cheap and flimsy.",Amazon,poor build quality air fryer feel cheap flimsy,negative,-0.4767,neutral,0.0,negative
328,Running Shoes,Divya,5,Absolutely loved this Running Shoes! Works perfectly and arrived on time.,Flipkart,absolutely loved running shoe work perfectly arrived time,positive,0.8653,positive,0.9375,positive
329,Wireless Bluetooth Earbuds,Suresh,3,"Okay-ish product, the Wireless Bluetooth Earbuds performs as expected, nothing more.",Flipkart,okay ish product wireless bluetooth earbuds performs expected nothing,neutral,0.0,positive,0.2,neutral
330,Running Shoes,Riya,5,"This Running Shoes is fantastic, exactly as described. Very satisfied customer.",Amazon,running shoe fantastic exactly described satisfied customer,positive,0.7713,positive,0.43333333333333335,positive
331,Gaming Keyboard,Isha,5,Best Gaming Keyboard I have bought online. Great build quality and fast delivery.,Flipkart,best gaming keyboard bought online great build quality fast delivery,positive,0.8519,positive,0.6666666666666666,positive
332,Running Shoes,Suresh,2,The Running Shoes arrived damaged and customer service was unhelpful. Packaging was neat.,Amazon,running shoe arrived damaged customer service unhelpful packaging neat,neutral,0.0258,neutral,0.0,negative
333,Office Chair,Rohit,4,Amazing value for money. The Office Chair looks premium and works great.,Amazon,amazing value money office chair look premium work great,positive,0.8834,positive,0.7000000000000001,positive
334,Bluetooth Speaker,Rohit,4,"Perfect Bluetooth Speaker for daily use, no issues at all after a month.",Amazon,perfect bluetooth speaker daily use no issue month,positive,0.3612,positive,0.5,positive
335,Kitchen Mixer Grinder,Amit,5,Amazing value for money. The Kitchen Mixer Grinder looks premium and works great.,Amazon,amazing value money kitchen mixer grinder look premium work great,positive,0.8834,positive,0.7000000000000001,positive
336,Office Chair,Nisha,5,"Excellent quality Office Chair, totally worth the price. Highly recommended!",Amazon,excellent quality office chair totally worth price highly recommended,positive,0.8062,positive,0.5,positive
337,Running Shoes,Karan,3,"The Running Shoes is average, packaging could have been better.",Flipkart,running shoe average packaging could better,positive,0.4404,positive,0.175,neutral
338,LED Desk Lamp,Riya,2,"Terrible experience, the LED Desk Lamp does not match the product description.",Flipkart,terrible experience led desk lamp not match product description,negative,-0.4767,negative,-1.0,negative
339,Smartphone Back Cover,Pooja,2,Delivery was late and the Smartphone Back Cover was defective on arrival.,Flipkart,delivery late smartphone back cover defective arrival,negative,-0.4404,negative,-0.15,negative
340,Running Shoes,Deepak,5,"Superb product! The Running Shoes exceeded my expectations, five stars. Customer support responded quickly.",Flipkart,superb product running shoe exceeded expectation five star customer support responded quickly,positive,0.7959,positive,0.6666666666666666,positive
341,Bluetooth Speaker,Kavya,5,Amazing value for money. The Bluetooth Speaker looks premium and works great.,Flipkart,amazing value money bluetooth speaker look premium work great,positive,0.8834,positive,0.7000000000000001,positive
342,LED Desk Lamp,Riya,2,"Poor build quality, the LED Desk Lamp feels cheap and flimsy.",Flipkart,poor build quality led desk lamp feel cheap flimsy,negative,-0.4767,neutral,0.0,negative
343,Kitchen Mixer Grinder,Riya,5,Amazing value for money. The Kitchen Mixer Grinder looks premium and works great. Customer support responded quickly.,Amazon,amazing value money kitchen mixer grinder look premium work great customer support responded quickly,positive,0.9186,positive,0.5777777777777778,positive
344,Office Chair,Rahul,3,"The Office Chair is okay, does the job but nothing special.",Amazon,office chair okay job nothing special,negative,-0.3479,positive,0.4285714285714286,neutral
345,Wireless Mouse,Amit,5,Best Wireless Mouse I have bought online. Great build quality and fast delivery. Packaging was neat.,Amazon,best wireless mouse bought online great build quality fast delivery packaging neat,positive,0.9062,positive,0.6666666666666666,positive
346,LED Desk Lamp,Amit,5,Absolutely loved this LED Desk Lamp! Works perfectly and arrived on time.,Amazon,absolutely loved led desk lamp work perfectly arrived time,positive,0.8653,positive,0.9375,positive
347,LED Desk Lamp,Arjun,1,Very disappointed with this LED Desk Lamp. Stopped working within a week.,Flipkart,disappointed led desk lamp stopped working within week,negative,-0.6478,negative,-0.9750000000000001,negative
348,Wireless Bluetooth Earbuds,Sanjay,5,"This Wireless Bluetooth Earbuds is fantastic, exactly as described. Very satisfied customer. Shipping was quick.",Amazon,wireless bluetooth earbuds fantastic exactly described satisfied customer shipping quick,positive,0.7713,positive,0.4083333333333333,positive
349,Smartwatch,Arjun,5,Impressed by the quality of the Smartwatch. Packaging was also very good.,Flipkart,impressed quality smartwatch packaging also good,positive,0.7425,positive,0.955,positive
350,Smartphone Back Cover,Kavya,5,"This Smartphone Back Cover is fantastic, exactly as described. Very satisfied customer.",Flipkart,smartphone back cover fantastic exactly described satisfied customer,positive,0.7713,positive,0.325,positive
351,Cotton T-Shirt,Karan,1,"Waste of money, the Cotton T-Shirt quality is really poor. Not sure if I will repurchase.",Flipkart,waste money cotton shirt quality really poor not sure repurchase,negative,-0.8136,negative,-0.2833333333333334,negative
352,Wireless Bluetooth Earbuds,Divya,1,The Wireless Bluetooth Earbuds arrived damaged and customer service was unhelpful.,Flipkart,wireless bluetooth earbuds arrived damaged customer service unhelpful,negative,-0.4404,neutral,0.0,negative
353,Air Fryer,Priya,3,"Average Air Fryer, quality is decent for the price range.",Amazon,average air fryer quality decent price range,neutral,0.0,neutral,0.008333333333333331,neutral
354,Smartwatch,Rahul,3,"Reasonable Smartwatch, matches the description mostly.",Flipkart,reasonable smartwatch match description mostly,neutral,0.0,positive,0.35,neutral
355,Office Chair,Suresh,5,Absolutely loved this Office Chair! Works perfectly and arrived on time.,Amazon,absolutely loved office chair work perfectly arrived time,positive,0.8653,positive,0.9375,positive
356,Smartwatch,Deepak,1,"I regret buying this Smartwatch, it stopped functioning after few uses.",Amazon,regret buying smartwatch stopped functioning us,negative,-0.5719,negative,-0.2,negative
357,Air Fryer,Vikram,2,"I regret buying this Air Fryer, it stopped functioning after few uses.",Amazon,regret buying air fryer stopped functioning us,negative,-0.5719,negative,-0.2,negative
358,LED Desk Lamp,Rahul,1,"Poor build quality, the LED Desk Lamp feels cheap and flimsy. Packaging was neat.",Flipkart,poor build quality led desk lamp feel cheap flimsy packaging neat,neutral,-0.0258,neutral,0.0,negative
359,Air Fryer,Suresh,2,"The Air Fryer is a total scam, completely different from the pictures.",Amazon,air fryer total scam completely different picture,negative,-0.5719,neutral,0.0,negative
360,Cotton T-Shirt,Karan,5,Great purchase! The Cotton T-Shirt is durable and easy to use. Customer support responded quickly.,Flipkart,great purchase cotton shirt durable easy use customer support responded quickly,positive,0.8748,positive,0.5888888888888889,positive
361,Laptop Backpack,Neha,1,"I regret buying this Laptop Backpack, it stopped functioning after few uses.",Amazon,regret buying laptop backpack stopped functioning us,negative,-0.5719,negative,-0.2,negative
362,Power Bank 10000mAh,Vikram,5,"Very happy with this Power Bank 10000mAh, will definitely buy again from this brand.",Flipkart,happy power bank mah definitely buy brand,positive,0.7713,positive,0.5,positive
363,USB-C Charging Cable,Manoj,4,"Excellent quality USB-C Charging Cable, totally worth the price. Highly recommended!",Flipkart,excellent quality usb charging cable totally worth price highly recommended,positive,0.8062,positive,0.5,positive
364,Wireless Mouse,Isha,4,Best Wireless Mouse I have bought online. Great build quality and fast delivery. Not sure if I will repurchase.,Flipkart,best wireless mouse bought online great build quality fast delivery not sure repurchase,positive,0.8094,positive,0.4375,positive
365,Smartphone Back Cover,Suresh,4,Amazing value for money. The Smartphone Back Cover looks premium and works great.,Flipkart,amazing value money smartphone back cover look premium work great,positive,0.8834,positive,0.46666666666666673,positive
366,Wireless Bluetooth Earbuds,Isha,4,"This Wireless Bluetooth Earbuds is fantastic, exactly as described. Very satisfied customer.",Amazon,wireless bluetooth earbuds fantastic exactly described satisfied customer,positive,0.7713,positive,0.43333333333333335,positive
367,Air Fryer,Arjun,5,"This Air Fryer is fantastic, exactly as described. Very satisfied customer. Would consider buying again.",Flipkart,air fryer fantastic exactly described satisfied customer would consider buying,positive,0.7713,positive,0.43333333333333335,positive
368,Laptop Backpack,Riya,5,"This Laptop Backpack is fantastic, exactly as described. Very satisfied customer.",Amazon,laptop backpack fantastic exactly described satisfied customer,positive,0.7713,positive,0.43333333333333335,positive
369,USB-C Charging Cable,Rohit,5,"Superb product! The USB-C Charging Cable exceeded my expectations, five stars.",Flipkart,superb product usb charging cable exceeded expectation five star,positive,0.6588,positive,1.0,positive
370,Smartphone Back Cover,Nisha,5,Absolutely loved this Smartphone Back Cover! Works perfectly and arrived on time.,Flipkart,absolutely loved smartphone back cover work perfectly arrived time,positive,0.8653,positive,0.5666666666666667,positive
371,Wireless Mouse,Nisha,3,"Reasonable Wireless Mouse, matches the description mostly.",Amazon,reasonable wireless mouse match description mostly,neutral,0.0,positive,0.35,neutral
372,Bluetooth Speaker,Karan,5,"Superb product! The Bluetooth Speaker exceeded my expectations, five stars.",Flipkart,superb product bluetooth speaker exceeded expectation five star,positive,0.6588,positive,1.0,positive
373,Bluetooth Speaker,Arjun,1,Delivery was late and the Bluetooth Speaker was defective on arrival.,Flipkart,delivery late bluetooth speaker defective arrival,negative,-0.4404,negative,-0.3,negative
374,USB-C Charging Cable,Isha,5,"Perfect USB-C Charging Cable for daily use, no issues at all after a month.",Amazon,perfect usb charging cable daily use no issue month,positive,0.3612,positive,0.5,positive
375,Cotton T-Shirt,Rohit,2,Very disappointed with this Cotton T-Shirt. Stopped working within a week.,Flipkart,disappointed cotton shirt stopped working within week,negative,-0.6478,negative,-0.9750000000000001,negative
376,Wireless Mouse,Vikram,5,"Excellent quality Wireless Mouse, totally worth the price. Highly recommended!",Flipkart,excellent quality wireless mouse totally worth price highly recommended,positive,0.8062,positive,0.5,positive
377,Smartwatch,Rahul,5,Best Smartwatch I have bought online. Great build quality and fast delivery.,Flipkart,best smartwatch bought online great build quality fast delivery,positive,0.8519,positive,0.6666666666666666,positive
378,Air Fryer,Pooja,5,"This Air Fryer is fantastic, exactly as described. Very satisfied customer.",Amazon,air fryer fantastic exactly described satisfied customer,positive,0.7713,positive,0.43333333333333335,positive
379,Smartphone Back Cover,Priya,1,"Poor build quality, the Smartphone Back Cover feels cheap and flimsy.",Flipkart,poor build quality smartphone back cover feel cheap flimsy,negative,-0.4767,neutral,0.0,negative
380,Wireless Mouse,Kavya,4,"This Wireless Mouse is fantastic, exactly as described. Very satisfied customer. Would consider buying again.",Amazon,wireless mouse fantastic exactly described satisfied customer would consider buying,positive,0.7713,positive,0.43333333333333335,positive
381,Kitchen Mixer Grinder,Amit,5,Great purchase! The Kitchen Mixer Grinder is durable and easy to use.,Flipkart,great purchase kitchen mixer grinder durable easy use,positive,0.807,positive,0.7166666666666667,positive
382,Smartphone Back Cover,Vikram,4,"Excellent quality Smartphone Back Cover, totally worth the price. Highly recommended!",Flipkart,excellent quality smartphone back cover totally worth price highly recommended,positive,0.8062,positive,0.375,positive
383,Bluetooth Speaker,Sneha,5,"Superb product! The Bluetooth Speaker exceeded my expectations, five stars.",Flipkart,superb product bluetooth speaker exceeded expectation five star,positive,0.6588,positive,1.0,positive
384,Power Bank 10000mAh,Sneha,1,"Poor build quality, the Power Bank 10000mAh feels cheap and flimsy.",Amazon,poor build quality power bank mah feel cheap flimsy,negative,-0.4767,neutral,0.0,negative
385,Gaming Keyboard,Kavya,5,"Excellent quality Gaming Keyboard, totally worth the price. Highly recommended!",Amazon,excellent quality gaming keyboard totally worth price highly recommended,positive,0.8062,positive,0.5,positive
386,LED Desk Lamp,Kavya,5,Impressed by the quality of the LED Desk Lamp. Packaging was also very good.,Flipkart,impressed quality led desk lamp packaging also good,positive,0.7425,positive,0.955,positive
387,Cotton T-Shirt,Rohit,5,"This Cotton T-Shirt is fantastic, exactly as described. Very satisfied customer. Customer support responded quickly.",Flipkart,cotton shirt fantastic exactly described satisfied customer customer support responded quickly,positive,0.8553,positive,0.4083333333333333,positive
388,Air Fryer,Rahul,5,Absolutely loved this Air Fryer! Works perfectly and arrived on time.,Amazon,absolutely loved air fryer work perfectly arrived time,positive,0.8653,positive,0.9375,positive
389,Wireless Mouse,Rohit,3,"It's a fine Wireless Mouse, met basic expectations, could be better.",Flipkart,fine wireless mouse met basic expectation could better,positive,0.5719,positive,0.3055555555555556,neutral
390,Smartphone Back Cover,Nisha,5,Great purchase! The Smartphone Back Cover is durable and easy to use.,Flipkart,great purchase smartphone back cover durable easy use,positive,0.807,positive,0.4777777777777778,positive
391,Air Fryer,Neha,5,Amazing value for money. The Air Fryer looks premium and works great.,Amazon,amazing value money air fryer look premium work great,positive,0.8834,positive,0.7000000000000001,positive
392,Cotton T-Shirt,Anjali,5,"Excellent quality Cotton T-Shirt, totally worth the price. Highly recommended!",Flipkart,excellent quality cotton shirt totally worth price highly recommended,positive,0.8062,positive,0.5,positive
393,Power Bank 10000mAh,Deepak,5,"This Power Bank 10000mAh is fantastic, exactly as described. Very satisfied customer.",Flipkart,power bank mah fantastic exactly described satisfied customer,positive,0.7713,positive,0.43333333333333335,positive
394,Running Shoes,Riya,5,Impressed by the quality of the Running Shoes. Packaging was also very good.,Flipkart,impressed quality running shoe packaging also good,positive,0.7425,positive,0.955,positive
395,Laptop Backpack,Amit,4,Great purchase! The Laptop Backpack is durable and easy to use.,Flipkart,great purchase laptop backpack durable easy use,positive,0.807,positive,0.7166666666666667,positive
396,Laptop Backpack,Riya,5,"This Laptop Backpack is fantastic, exactly as described. Very satisfied customer.",Flipkart,laptop backpack fantastic exactly described satisfied customer,positive,0.7713,positive,0.43333333333333335,positive
397,Power Bank 10000mAh,Kavya,1,Delivery was late and the Power Bank 10000mAh was defective on arrival. Shipping was quick.,Flipkart,delivery late power bank mah defective arrival shipping quick,negative,-0.4404,neutral,0.016666666666666663,negative
398,Wireless Bluetooth Earbuds,Deepak,5,Impressed by the quality of the Wireless Bluetooth Earbuds. Packaging was also very good. Not sure if I will repurchase.,Flipkart,impressed quality wireless bluetooth earbuds packaging also good not sure repurchase,positive,0.6209,positive,0.5533333333333333,positive
399,LED Desk Lamp,Isha,4,"Perfect LED Desk Lamp for daily use, no issues at all after a month.",Flipkart,perfect led desk lamp daily use no issue month,positive,0.3612,positive,0.5,positive
400,LED Desk Lamp,Divya,2,Very disappointed with this LED Desk Lamp. Stopped working within a week.,Amazon,disappointed led desk lamp stopped working within week,negative,-0.6478,negative,-0.9750000000000001,negative
401,Power Bank 10000mAh,Priya,2,"Not worth the price, this Power Bank 10000mAh broke on the second day.",Flipkart,not worth price power bank mah broke second day,negative,-0.5371,neutral,-0.075,negative
402,Bluetooth Speaker,Sneha,5,"Excellent quality Bluetooth Speaker, totally worth the price. Highly recommended!",Amazon,excellent quality bluetooth speaker totally worth price highly recommended,positive,0.8062,positive,0.5,positive
403,Smartwatch,Nisha,2,"The Smartwatch is a total scam, completely different from the pictures.",Flipkart,smartwatch total scam completely different picture,negative,-0.5719,neutral,0.0,negative
404,Laptop Backpack,Deepak,1,"Not worth the price, this Laptop Backpack broke on the second day.",Flipkart,not worth price laptop backpack broke second day,negative,-0.5371,neutral,-0.075,negative
405,LED Desk Lamp,Neha,5,Impressed by the quality of the LED Desk Lamp. Packaging was also very good.,Flipkart,impressed quality led desk lamp packaging also good,positive,0.7425,positive,0.955,positive
406,Air Fryer,Priya,4,Impressed by the quality of the Air Fryer. Packaging was also very good. Not sure if I will repurchase.,Flipkart,impressed quality air fryer packaging also good not sure repurchase,positive,0.6209,positive,0.5533333333333333,positive
407,Gaming Keyboard,Kavya,1,The Gaming Keyboard arrived damaged and customer service was unhelpful. Would consider buying again.,Flipkart,gaming keyboard arrived damaged customer service unhelpful would consider buying,negative,-0.4404,neutral,0.0,negative
408,Kitchen Mixer Grinder,Rahul,5,"Very happy with this Kitchen Mixer Grinder, will definitely buy again from this brand.",Amazon,happy kitchen mixer grinder definitely buy brand,positive,0.7713,positive,0.5,positive
409,Running Shoes,Riya,5,"Very happy with this Running Shoes, will definitely buy again from this brand.",Flipkart,happy running shoe definitely buy brand,positive,0.7713,positive,0.5,positive
410,Air Fryer,Pooja,5,"Excellent quality Air Fryer, totally worth the price. Highly recommended!",Amazon,excellent quality air fryer totally worth price highly recommended,positive,0.8062,positive,0.5,positive
411,Wireless Mouse,Riya,5,"Superb product! The Wireless Mouse exceeded my expectations, five stars.",Flipkart,superb product wireless mouse exceeded expectation five star,positive,0.6588,positive,1.0,positive
412,USB-C Charging Cable,Riya,1,"Poor build quality, the USB-C Charging Cable feels cheap and flimsy.",Flipkart,poor build quality usb charging cable feel cheap flimsy,negative,-0.4767,neutral,0.0,negative
413,Office Chair,Amit,1,Very disappointed with this Office Chair. Stopped working within a week. Not sure if I will repurchase.,Amazon,disappointed office chair stopped working within week not sure repurchase,negative,-0.7395,negative,-0.6125,negative
414,Office Chair,Divya,3,"Reasonable Office Chair, matches the description mostly.",Amazon,reasonable office chair match description mostly,neutral,0.0,positive,0.35,neutral
415,Power Bank 10000mAh,Rahul,3,"Decent Power Bank 10000mAh for the price, some minor issues but usable. Would consider buying again.",Flipkart,decent power bank mah price minor issue usable would consider buying,neutral,0.0,neutral,0.05833333333333333,neutral
416,Bluetooth Speaker,Neha,4,Best Bluetooth Speaker I have bought online. Great build quality and fast delivery.,Amazon,best bluetooth speaker bought online great build quality fast delivery,positive,0.8519,positive,0.6666666666666666,positive
417,Running Shoes,Vikram,1,"Waste of money, the Running Shoes quality is really poor. Shipping was quick.",Amazon,waste money running shoe quality really poor shipping quick,negative,-0.7346,neutral,-0.08888888888888892,negative
418,LED Desk Lamp,Sneha,1,Very disappointed with this LED Desk Lamp. Stopped working within a week.,Flipkart,disappointed led desk lamp stopped working within week,negative,-0.6478,negative,-0.9750000000000001,negative
419,Power Bank 10000mAh,Sneha,5,"Excellent quality Power Bank 10000mAh, totally worth the price. Highly recommended!",Amazon,excellent quality power bank mah totally worth price highly recommended,positive,0.8062,positive,0.5,positive
420,USB-C Charging Cable,Vikram,5,"Very happy with this USB-C Charging Cable, will definitely buy again from this brand.",Amazon,happy usb charging cable definitely buy brand,positive,0.7713,positive,0.5,positive
421,Smartphone Back Cover,Rohit,5,Absolutely loved this Smartphone Back Cover! Works perfectly and arrived on time.,Amazon,absolutely loved smartphone back cover work perfectly arrived time,positive,0.8653,positive,0.5666666666666667,positive
422,Office Chair,Vikram,5,Great purchase! The Office Chair is durable and easy to use. Shipping was quick.,Amazon,great purchase office chair durable easy use shipping quick,positive,0.807,positive,0.5888888888888889,positive
423,Air Fryer,Vikram,2,"Poor build quality, the Air Fryer feels cheap and flimsy.",Amazon,poor build quality air fryer feel cheap flimsy,negative,-0.4767,neutral,0.0,negative
424,Bluetooth Speaker,Amit,2,"Not worth the price, this Bluetooth Speaker broke on the second day.",Flipkart,not worth price bluetooth speaker broke second day,negative,-0.5371,neutral,-0.075,negative
425,Smartwatch,Neha,5,Impressed by the quality of the Smartwatch. Packaging was also very good.,Amazon,impressed quality smartwatch packaging also good,positive,0.7425,positive,0.955,positive
426,Wireless Mouse,Sneha,3,"The Wireless Mouse works fine, though delivery took longer than expected.",Amazon,wireless mouse work fine though delivery took longer expected,positive,0.2023,positive,0.15833333333333333,neutral
427,Kitchen Mixer Grinder,Suresh,1,"Waste of money, the Kitchen Mixer Grinder quality is really poor.",Amazon,waste money kitchen mixer grinder quality really poor,negative,-0.7346,negative,-0.30000000000000004,negative
428,Running Shoes,Anjali,3,"Okay-ish product, the Running Shoes performs as expected, nothing more.",Flipkart,okay ish product running shoe performs expected nothing,neutral,0.0,positive,0.2,neutral
429,Wireless Mouse,Priya,4,"Perfect Wireless Mouse for daily use, no issues at all after a month. Packaging was neat.",Amazon,perfect wireless mouse daily use no issue month packaging neat,positive,0.6705,positive,0.5,positive
430,Wireless Mouse,Karan,5,"Very happy with this Wireless Mouse, will definitely buy again from this brand.",Amazon,happy wireless mouse definitely buy brand,positive,0.7713,positive,0.5,positive
431,Cotton T-Shirt,Neha,5,"Perfect Cotton T-Shirt for daily use, no issues at all after a month.",Amazon,perfect cotton shirt daily use no issue month,positive,0.3612,positive,0.5,positive
432,LED Desk Lamp,Karan,3,"It's a fine LED Desk Lamp, met basic expectations, could be better.",Amazon,fine led desk lamp met basic expectation could better,positive,0.5719,positive,0.3055555555555556,neutral
433,Bluetooth Speaker,Sneha,1,"Not worth the price, this Bluetooth Speaker broke on the second day. Not sure if I will repurchase.",Flipkart,not worth price bluetooth speaker broke second day not sure repurchase,negative,-0.6628,negative,-0.13333333333333333,negative
434,Air Fryer,Vikram,1,"Terrible experience, the Air Fryer does not match the product description.",Amazon,terrible experience air fryer not match product description,negative,-0.4767,negative,-1.0,negative
435,Laptop Backpack,Arjun,5,Amazing value for money. The Laptop Backpack looks premium and works great. Packaging was neat.,Amazon,amazing value money laptop backpack look premium work great packaging neat,positive,0.9231,positive,0.7000000000000001,positive
436,Wireless Mouse,Arjun,3,"The Wireless Mouse is average, packaging could have been better.",Amazon,wireless mouse average packaging could better,positive,0.4404,positive,0.175,neutral
437,Bluetooth Speaker,Sanjay,1,"The Bluetooth Speaker is a total scam, completely different from the pictures.",Flipkart,bluetooth speaker total scam completely different picture,negative,-0.5719,neutral,0.0,negative
438,Wireless Bluetooth Earbuds,Arjun,5,"Perfect Wireless Bluetooth Earbuds for daily use, no issues at all after a month.",Amazon,perfect wireless bluetooth earbuds daily use no issue month,positive,0.3612,positive,0.5,positive
439,Office Chair,Amit,1,"Waste of money, the Office Chair quality is really poor.",Amazon,waste money office chair quality really poor,negative,-0.7346,negative,-0.30000000000000004,negative
